window_start,window_end,symbol,count_trades,mean_price,stddev_price,volatility_ratio
2026-05-07 21:01:50,2026-05-07 21:02:50,BINANCE:ETHUSDT,1313,2273.7693526275707,0.6165280378402255,0.00027114801117701973
2026-05-07 21:01:30,2026-05-07 21:02:30,BINANCE:ETHUSDT,1057,2273.7720813623464,0.6841081765054141,0.0003008692832992856
2026-05-07 21:01:40,2026-05-07 21:02:40,BINANCE:BTCUSDT,393,79559.21402035623,3.5228969149050777,4.4280187509189067e-05
2026-05-07 21:02:10,2026-05-07 21:03:10,BINANCE:ETHUSDT,1313,2273.7693526275707,0.6165280378402255,0.00027114801117701973
2026-05-07 21:01:40,2026-05-07 21:02:40,BINANCE:ETHUSDT,1313,2273.7693526275707,0.6165280378402255,0.00027114801117701973
2026-05-07 21:02:00,2026-05-07 21:03:00,BINANCE:BTCUSDT,393,79559.21402035623,3.5228969149050777,4.4280187509189067e-05
2026-05-07 21:02:30,2026-05-07 21:03:30,BINANCE:ETHUSDT,256,2273.7580859375,0.13206596850351146,5.808268228722272e-05
2026-05-07 21:02:20,2026-05-07 21:03:20,BINANCE:ETHUSDT,1313,2273.7693526275707,0.6165280378402255,0.00027114801117701973
2026-05-07 21:02:00,2026-05-07 21:03:00,BINANCE:ETHUSDT,1313,2273.7693526275707,0.6165280378402255,0.00027114801117701973
2026-05-07 21:02:20,2026-05-07 21:03:20,BINANCE:BTCUSDT,393,79559.21402035623,3.5228969149050777,4.4280187509189067e-05
2026-05-07 21:02:10,2026-05-07 21:03:10,BINANCE:BTCUSDT,393,79559.21402035623,3.5228969149050777,4.4280187509189067e-05
2026-05-07 21:01:50,2026-05-07 21:02:50,BINANCE:BTCUSDT,393,79559.21402035623,3.5228969149050777,4.4280187509189067e-05
