window_start,window_end,symbol,count_trades,mean_price,stddev_price,volatility_ratio
2026-05-07 20:28:40,2026-05-07 20:29:40,BINANCE:ETHUSDT,224,2284.7420535714286,0.1077044485538597,4.7140747632976726e-05
2026-05-07 20:28:30,2026-05-07 20:29:30,BINANCE:SOLUSDT,152,88.15953947368422,0.009159283336824689,0.00010389440996976567
2026-05-07 20:28:50,2026-05-07 20:29:50,BINANCE:ETHUSDT,212,2284.748396226415,0.10726356600603633,4.694764910797061e-05
2026-05-07 20:28:40,2026-05-07 20:29:40,BINANCE:SOLUSDT,152,88.15953947368422,0.009159283336824689,0.00010389440996976567
2026-05-07 20:28:10,2026-05-07 20:29:10,BINANCE:SOLUSDT,152,88.15953947368422,0.009159283336824689,0.00010389440996976567
2026-05-07 20:28:50,2026-05-07 20:29:50,BINANCE:SOLUSDT,92,88.16543478260871,0.0068601482504532145,7.780995202222299e-05
2026-05-07 20:28:20,2026-05-07 20:29:20,BINANCE:SOLUSDT,152,88.15953947368422,0.009159283336824689,0.00010389440996976567
2026-05-07 20:29:00,2026-05-07 20:30:00,BINANCE:ETHUSDT,164,2284.782317073171,0.09886842940226906,4.32725816649879e-05
2026-05-07 20:28:30,2026-05-07 20:29:30,BINANCE:ETHUSDT,224,2284.7420535714286,0.1077044485538597,4.7140747632976726e-05
2026-05-07 20:28:20,2026-05-07 20:29:20,BINANCE:ETHUSDT,224,2284.7420535714286,0.1077044485538597,4.7140747632976726e-05
2026-05-07 20:28:10,2026-05-07 20:29:10,BINANCE:ETHUSDT,224,2284.7420535714286,0.1077044485538597,4.7140747632976726e-05
2026-05-07 20:29:00,2026-05-07 20:30:00,BINANCE:SOLUSDT,83,88.16614457831326,0.006777172102755489,7.686819169840969e-05
