window_start,window_end,symbol,count_trades,mean_price,stddev_price,volatility_ratio
2026-05-07 21:01:30,2026-05-07 21:02:30,BINANCE:SOLUSDT,140,87.83714285714287,0.006920485104388889,7.878768456351399e-05
2026-05-07 21:01:50,2026-05-07 21:02:50,BINANCE:ETHUSDT,222,2274.520315315315,0.42919095691992537,0.00018869515212944005
2026-05-07 21:01:30,2026-05-07 21:02:30,BINANCE:ETHUSDT,222,2274.520315315315,0.42919095691992537,0.00018869515212944005
2026-05-07 21:02:20,2026-05-07 21:03:20,BINANCE:SOLUSDT,140,87.83714285714287,0.006920485104388889,7.878768456351399e-05
2026-05-07 21:02:10,2026-05-07 21:03:10,BINANCE:SOLUSDT,140,87.83714285714287,0.006920485104388889,7.878768456351399e-05
2026-05-07 21:02:00,2026-05-07 21:03:00,BINANCE:SOLUSDT,140,87.83714285714287,0.006920485104388889,7.878768456351399e-05
2026-05-07 21:01:40,2026-05-07 21:02:40,BINANCE:SOLUSDT,140,87.83714285714287,0.006920485104388889,7.878768456351399e-05
2026-05-07 21:01:40,2026-05-07 21:02:40,BINANCE:BTCUSDT,307,79560.96280130291,1.3583209922237351,1.707270682000207e-05
2026-05-07 21:01:30,2026-05-07 21:02:30,BINANCE:BTCUSDT,307,79560.96280130291,1.3583209922237351,1.707270682000207e-05
2026-05-07 21:02:10,2026-05-07 21:03:10,BINANCE:ETHUSDT,222,2274.520315315315,0.42919095691992537,0.00018869515212944005
2026-05-07 21:01:40,2026-05-07 21:02:40,BINANCE:ETHUSDT,222,2274.520315315315,0.42919095691992537,0.00018869515212944005
2026-05-07 21:01:50,2026-05-07 21:02:50,BINANCE:SOLUSDT,140,87.83714285714287,0.006920485104388889,7.878768456351399e-05
2026-05-07 21:02:00,2026-05-07 21:03:00,BINANCE:BTCUSDT,307,79560.96280130291,1.3583209922237351,1.707270682000207e-05
2026-05-07 21:02:20,2026-05-07 21:03:20,BINANCE:ETHUSDT,222,2274.520315315315,0.42919095691992537,0.00018869515212944005
2026-05-07 21:02:00,2026-05-07 21:03:00,BINANCE:ETHUSDT,222,2274.520315315315,0.42919095691992537,0.00018869515212944005
2026-05-07 21:02:20,2026-05-07 21:03:20,BINANCE:BTCUSDT,307,79560.96280130291,1.3583209922237351,1.707270682000207e-05
2026-05-07 21:02:10,2026-05-07 21:03:10,BINANCE:BTCUSDT,307,79560.96280130291,1.3583209922237351,1.707270682000207e-05
2026-05-07 21:01:50,2026-05-07 21:02:50,BINANCE:BTCUSDT,307,79560.96280130291,1.3583209922237351,1.707270682000207e-05
