window_start,window_end,symbol,count_trades,mean_price,stddev_price,volatility_ratio
2026-05-07 22:20:00,2026-05-07 22:21:00,BINANCE:ETHUSDT,671,2278.4382414307,0.2004752744207916,8.798802213524433e-05
2026-05-07 22:20:30,2026-05-07 22:21:30,BINANCE:BTCUSDT,154,79580.35889610389,2.4906829159545767,3.1297709013932535e-05
2026-05-07 22:20:10,2026-05-07 22:21:10,BINANCE:BTCUSDT,579,79575.17191709843,4.765285544263232,5.988407476175755e-05
2026-05-07 22:19:50,2026-05-07 22:20:50,BINANCE:BTCUSDT,579,79575.17191709843,4.765285544263232,5.988407476175755e-05
2026-05-07 22:20:30,2026-05-07 22:21:30,BINANCE:SOLUSDT,186,88.20268817204301,0.009257842250059512,0.00010496099883034977
2026-05-07 22:20:20,2026-05-07 22:21:20,BINANCE:SOLUSDT,229,88.20017467248908,0.009910346600334645,0.00011236198382978743
2026-05-07 22:20:00,2026-05-07 22:21:00,BINANCE:SOLUSDT,374,88.18930481283424,0.015960679846782923,0.0001809820349605495
2026-05-07 22:20:30,2026-05-07 22:21:30,BINANCE:ETHUSDT,259,2278.6090347490353,0.09487769947460757,4.1638428544657e-05
2026-05-07 22:20:10,2026-05-07 22:21:10,BINANCE:ETHUSDT,671,2278.4382414307,0.2004752744207916,8.798802213524433e-05
2026-05-07 22:19:50,2026-05-07 22:20:50,BINANCE:ETHUSDT,671,2278.4382414307,0.2004752744207916,8.798802213524433e-05
2026-05-07 22:20:20,2026-05-07 22:21:20,BINANCE:BTCUSDT,329,79578.64848024315,2.91360781303578,3.6612934105800205e-05
2026-05-07 22:20:00,2026-05-07 22:21:00,BINANCE:BTCUSDT,579,79575.17191709843,4.765285544263232,5.988407476175755e-05
2026-05-07 22:20:10,2026-05-07 22:21:10,BINANCE:SOLUSDT,374,88.18930481283424,0.015960679846782923,0.0001809820349605495
2026-05-07 22:19:50,2026-05-07 22:20:50,BINANCE:SOLUSDT,374,88.18930481283424,0.015960679846782923,0.0001809820349605495
2026-05-07 22:20:20,2026-05-07 22:21:20,BINANCE:ETHUSDT,470,2278.547042553191,0.1020408918087523,4.4783315816210634e-05
2026-05-07 22:20:40,2026-05-07 22:21:40,BINANCE:BTCUSDT,49,79577.96857142857,2.8020453838809805,3.5211320849009686e-05
2026-05-07 22:20:40,2026-05-07 22:21:40,BINANCE:SOLUSDT,59,88.20711864406782,0.006446289351681083,7.308128244947058e-05
