window_start,window_end,symbol,count_trades,mean_price,stddev_price,volatility_ratio
2026-05-07 20:28:40,2026-05-07 20:29:40,BINANCE:ETHUSDT,114,2284.700087719298,0.08086365246724392,3.5393552485029255e-05
2026-05-07 20:28:30,2026-05-07 20:29:30,BINANCE:SOLUSDT,70,88.15157142857144,0.0036656313238000874,4.158327826033505e-05
2026-05-07 20:28:00,2026-05-07 20:29:00,BINANCE:SOLUSDT,69,88.15159420289856,0.003687494129919149,4.1831281252062695e-05
2026-05-07 20:28:50,2026-05-07 20:29:50,BINANCE:ETHUSDT,102,2284.7083333333335,0.08163045603909308,3.572904902044816e-05
2026-05-07 20:28:40,2026-05-07 20:29:40,BINANCE:SOLUSDT,70,88.15157142857144,0.0036656313238000874,4.158327826033505e-05
2026-05-07 20:28:10,2026-05-07 20:29:10,BINANCE:SOLUSDT,70,88.15157142857144,0.0036656313238000874,4.158327826033505e-05
2026-05-07 20:28:50,2026-05-07 20:29:50,BINANCE:SOLUSDT,10,88.15799999999999,0.004216370213553363,4.7827425912037065e-05
2026-05-07 20:28:20,2026-05-07 20:29:20,BINANCE:SOLUSDT,70,88.15157142857144,0.0036656313238000874,4.158327826033505e-05
2026-05-07 20:28:30,2026-05-07 20:29:30,BINANCE:ETHUSDT,114,2284.700087719298,0.08086365246724392,3.5393552485029255e-05
2026-05-07 20:28:20,2026-05-07 20:29:20,BINANCE:ETHUSDT,114,2284.700087719298,0.08086365246724392,3.5393552485029255e-05
2026-05-07 20:28:10,2026-05-07 20:29:10,BINANCE:ETHUSDT,114,2284.700087719298,0.08086365246724392,3.5393552485029255e-05
2026-05-07 20:29:00,2026-05-07 20:30:00,BINANCE:ETHUSDT,54,2284.775740740741,0.05332710917564984,2.3340194061392126e-05
