window_start,window_end,symbol,count_trades,mean_price,stddev_price,volatility_ratio
2026-05-07 21:01:50,2026-05-07 21:02:50,BINANCE:ETHUSDT,1106,2273.7682278481016,0.6550679054173631,0.00028809792369969065
2026-05-07 21:01:30,2026-05-07 21:02:30,BINANCE:ETHUSDT,938,2273.783486140725,0.7097301336900419,0.00031213619855013604
2026-05-07 21:01:40,2026-05-07 21:02:40,BINANCE:BTCUSDT,365,79559.69010958904,3.1857476202674815,4.004223264167183e-05
2026-05-07 21:02:10,2026-05-07 21:03:10,BINANCE:ETHUSDT,1106,2273.7682278481016,0.6550679054173631,0.00028809792369969065
2026-05-07 21:01:40,2026-05-07 21:02:40,BINANCE:ETHUSDT,1106,2273.7682278481016,0.6550679054173631,0.00028809792369969065
2026-05-07 21:02:00,2026-05-07 21:03:00,BINANCE:BTCUSDT,365,79559.69010958904,3.1857476202674815,4.004223264167183e-05
2026-05-07 21:02:20,2026-05-07 21:03:20,BINANCE:ETHUSDT,1106,2273.7682278481016,0.6550679054173631,0.00028809792369969065
2026-05-07 21:02:00,2026-05-07 21:03:00,BINANCE:ETHUSDT,1106,2273.7682278481016,0.6550679054173631,0.00028809792369969065
2026-05-07 21:02:20,2026-05-07 21:03:20,BINANCE:BTCUSDT,365,79559.69010958904,3.1857476202674815,4.004223264167183e-05
2026-05-07 21:02:10,2026-05-07 21:03:10,BINANCE:BTCUSDT,365,79559.69010958904,3.1857476202674815,4.004223264167183e-05
2026-05-07 21:01:50,2026-05-07 21:02:50,BINANCE:BTCUSDT,365,79559.69010958904,3.1857476202674815,4.004223264167183e-05
2026-05-07 21:02:30,2026-05-07 21:03:30,BINANCE:ETHUSDT,168,2273.683035714286,0.06703970517645555,2.9485070752350837e-05
